Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Volume(Lots),Volume(In 000's)
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45300,0,0,0,2155,2155,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42600,0,0,0,4448,4448,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45700,0,0,0,1877,1877,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44800,0,0,0,2529.5,2529.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43600,0,0,0,3532.5,3532.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43800,0,0,0,3357,3357,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45000,0,0,0,2376.5,2376.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42900,0,0,0,4168,4168,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45500,0,0,0,492,492,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44600,0,0,0,274,274,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43400,0,0,0,108,108,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43700,0,0,0,139,139,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44900,0,0,0,336.5,336.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42800,0,0,0,63.5,63.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46100,0,0,0,693,693,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43800,0,0,0,150.5,150.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45000,0,0,0,359.5,359.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42900,0,0,0,69.5,69.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46500,0,0,0,1385,1385,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44200,0,0,0,3015,3015,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45400,0,0,0,2083.5,2083.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42700,0,0,0,4354.5,4354.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46200,0,0,0,731.5,731.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43900,0,0,0,163,163,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45100,0,0,0,383.5,383.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43000,0,0,0,76,76,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46700,0,0,0,1276,1276,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44400,0,0,0,2849.5,2849.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43200,0,0,0,3892,3892,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42300,0,0,0,4732,4732,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46400,0,0,0,812,812,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44100,0,0,0,190,190,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45300,0,0,0,435.5,435.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42600,0,0,0,52.5,52.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46300,0,0,0,1499.5,1499.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44000,0,0,0,3184.5,3184.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45200,0,0,0,2227.5,2227.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42500,0,0,0,4542.5,4542.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46800,0,0,0,990.5,990.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44500,0,0,0,2768,2768,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43300,0,0,0,99.5,99.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42400,0,0,0,43,43,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45600,0,0,0,522,522,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44700,0,0,0,294,294,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43500,0,0,0,118,118,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46200,0,0,0,1559,1559,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43900,0,0,0,3270,3270,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45100,0,0,0,2301.5,2301.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43000,0,0,0,4075.5,4075.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46600,0,0,0,898.5,898.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44300,0,0,0,221,221,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43100,0,0,0,83.5,83.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42200,0,0,0,35.5,35.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45700,0,0,0,554,554,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44800,0,0,0,314.5,314.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43600,0,0,0,128,128,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46800,0,0,0,1223.5,1223.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44500,0,0,0,255.5,255.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43300,0,0,0,3801.5,3801.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42400,0,0,0,4637,4637,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46300,0,0,0,771,771,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44000,0,0,0,176,176,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45200,0,0,0,409,409,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42500,0,0,0,47.5,47.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45500,0,0,0,2013.5,2013.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44600,0,0,0,2687.5,2687.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43400,0,0,0,3711,3711,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,43700,0,0,0,3444.5,3444.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,44900,0,0,0,2452.5,2452.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,42800,0,0,0,4261,4261,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46500,0,0,0,854.5,854.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44200,0,0,0,205,205,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45400,0,0,0,463,463,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42700,0,0,0,57.5,57.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47000,0,0,0,1123,1123,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51700,0,0,0,4693,4693,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51400,0,0,0,4412.5,4412.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52600,0,0,0,5550,5550,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47100,0,0,0,1074.5,1074.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51500,0,0,0,4505.5,4505.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52700,0,0,0,5646,5646,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46700,0,0,0,943.5,943.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,44400,0,0,0,237.5,237.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,43200,0,0,0,91,91,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,42300,0,0,0,39,39,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48500,0,0,0,1995,1995,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51400,0,0,0,86.5,86.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52600,0,0,0,34,34,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52900,0,0,0,5839.5,5839.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54100,0,0,0,7011.5,7011.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55300,0,0,0,8194.5,8194.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51000,0,0,0,4045,4045,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49500,0,0,0,2751,2751,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47200,0,0,0,1191.5,1191.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48400,0,0,0,1925.5,1925.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52500,0,0,0,37,37,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53400,0,0,0,17.5,17.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54600,0,0,0,6,6,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55800,0,0,0,2,2,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50300,0,0,0,186,186,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48900,0,0,0,436,436,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47700,0,0,0,815,815,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53300,0,0,0,19,19,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54500,0,0,0,6.5,6.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55700,0,0,0,2,2,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50600,0,0,0,152,152,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48800,0,0,0,461,461,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47600,0,0,0,854.5,854.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53500,0,0,0,16,16,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54700,0,0,0,5.5,5.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55900,0,0,0,1.5,1.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50400,0,0,0,174,174,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49000,0,0,0,412,412,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47800,0,0,0,776.5,776.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45800,0,0,0,1810.5,1810.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51800,0,0,0,4787,4787,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52900,0,0,0,26.5,26.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54100,0,0,0,9.5,9.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55300,0,0,0,3,3,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51000,0,0,0,115,115,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49500,0,0,0,307.5,307.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47200,0,0,0,1028,1028,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48400,0,0,0,572.5,572.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52400,0,0,0,5357.5,5357.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53500,0,0,0,6423.5,6423.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54700,0,0,0,7602.5,7602.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55900,0,0,0,8788,8788,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50400,0,0,0,3509,3509,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49000,0,0,0,2360,2360,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47800,0,0,0,1534.5,1534.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45800,0,0,0,586.5,586.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51900,0,0,0,59.5,59.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53200,0,0,0,20.5,20.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54400,0,0,0,7,7,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55600,0,0,0,2,2,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51300,0,0,0,93,93,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49800,0,0,0,256,256,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47500,0,0,0,896,896,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53100,0,0,0,22.5,22.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54300,0,0,0,7.5,7.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55500,0,0,0,2.5,2.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51200,0,0,0,100,100,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49700,0,0,0,272.5,272.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47400,0,0,0,938.5,938.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48600,0,0,0,514.5,514.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53300,0,0,0,6228.5,6228.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54500,0,0,0,7405.5,7405.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55700,0,0,0,8590,8590,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50600,0,0,0,3685.5,3685.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48800,0,0,0,2210.5,2210.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47600,0,0,0,1414.5,1414.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53000,0,0,0,5936.5,5936.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54200,0,0,0,7110,7110,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55400,0,0,0,8293.5,8293.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51100,0,0,0,4136.5,4136.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49600,0,0,0,2832,2832,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47300,0,0,0,1245,1245,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53800,0,0,0,6717.5,6717.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55000,0,0,0,7898.5,7898.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50700,0,0,0,3774.5,3774.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50000,0,0,0,3164.5,3164.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49300,0,0,0,2591.5,2591.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48100,0,0,0,1724.5,1724.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52200,0,0,0,47,47,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52800,0,0,0,29,29,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54000,0,0,0,10,10,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55200,0,0,0,3.5,3.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50900,0,0,0,123.5,123.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50200,0,0,0,198.5,198.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48700,0,0,0,487.5,487.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48300,0,0,0,603.5,603.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52300,0,0,0,5261.5,5261.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52800,0,0,0,5743,5743,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54000,0,0,0,6913.5,6913.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55200,0,0,0,8096,8096,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50900,0,0,0,3954.5,3954.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50200,0,0,0,3335.5,3335.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48700,0,0,0,2137.5,2137.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48300,0,0,0,1857.5,1857.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52400,0,0,0,40,40,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53600,0,0,0,14.5,14.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54800,0,0,0,5,5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,56000,0,0,0,1.5,1.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50500,0,0,0,162.5,162.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49100,0,0,0,389.5,389.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47900,0,0,0,739,739,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,45900,0,0,0,1745.5,1745.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51900,0,0,0,4881,4881,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53400,0,0,0,6326,6326,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54600,0,0,0,7504,7504,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55800,0,0,0,8689,8689,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50300,0,0,0,3422,3422,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48900,0,0,0,2284.5,2284.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47700,0,0,0,1474,1474,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47000,0,0,0,1088,1088,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53000,0,0,0,24.5,24.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54200,0,0,0,8.5,8.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55400,0,0,0,2.5,2.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51100,0,0,0,107.5,107.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49600,0,0,0,289.5,289.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,47300,0,0,0,982.5,982.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53100,0,0,0,6033.5,6033.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54300,0,0,0,7208.5,7208.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55500,0,0,0,8392.5,8392.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51200,0,0,0,4228,4228,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49700,0,0,0,2913.5,2913.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47400,0,0,0,1300.5,1300.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48600,0,0,0,2066,2066,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53200,0,0,0,6131,6131,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54400,0,0,0,7307,7307,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55600,0,0,0,8491.5,8491.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51300,0,0,0,4320,4320,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49800,0,0,0,2996.5,2996.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47500,0,0,0,1357,1357,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53700,0,0,0,6619.5,6619.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54900,0,0,0,7799.5,7799.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,56100,0,0,0,8986,8986,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49900,0,0,0,3080,3080,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49200,0,0,0,2513.5,2513.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48000,0,0,0,1660,1660,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46000,0,0,0,656.5,656.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52100,0,0,0,51,51,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53700,0,0,0,13.5,13.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,54900,0,0,0,4.5,4.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,56100,0,0,0,1.5,1.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49900,0,0,0,240.5,240.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49200,0,0,0,367.5,367.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48000,0,0,0,703.5,703.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46000,0,0,0,1682,1682,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52000,0,0,0,4976,4976,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53800,0,0,0,12,12,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55000,0,0,0,4,4,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50700,0,0,0,142,142,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50000,0,0,0,225.5,225.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49300,0,0,0,346.5,346.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48100,0,0,0,669,669,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46100,0,0,0,1620,1620,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52100,0,0,0,5071,5071,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,53900,0,0,0,11,11,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,55100,0,0,0,3.5,3.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50800,0,0,0,132.5,132.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,50100,0,0,0,211.5,211.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,49400,0,0,0,326.5,326.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48200,0,0,0,635.5,635.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52200,0,0,0,5166,5166,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53900,0,0,0,6815.5,6815.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,55100,0,0,0,7997,7997,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50800,0,0,0,3864,3864,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50100,0,0,0,3249.5,3249.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49400,0,0,0,2670.5,2670.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,48200,0,0,0,1790,1790,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52300,0,0,0,43.5,43.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,53600,0,0,0,6521.5,6521.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,54800,0,0,0,7701,7701,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,56000,0,0,0,8887,8887,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,50500,0,0,0,3597,3597,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,49100,0,0,0,2436,2436,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47900,0,0,0,1596.5,1596.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,45900,0,0,0,621,621,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52000,0,0,0,55,55,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,48500,0,0,0,543,543,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,52500,0,0,0,5453.5,5453.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51500,0,0,0,80,80,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,52700,0,0,0,31.5,31.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,47100,0,0,0,1139,1139,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51600,0,0,0,74.5,74.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,46900,0,0,0,1038.5,1038.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51700,0,0,0,69,69,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,46900,0,0,0,1172.5,1172.5,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,PE,51600,0,0,0,4599,4599,0
04/30/2021,OPTFUT,GOLD         ,27JUL2021,CE,51800,0,0,0,64,64,0
04/30/2021,FUTCOM,GOLD         ,05AUG2021,-,0,47000,47114,46951,47051,47035,257
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,50000,0,0,0,3212,3212,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,51200,0,0,0,4093.5,4093.5,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,52400,0,0,0,5059,5059,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,48500,0,0,0,2254,2254,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,54300,0,0,0,6717,6717,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,55500,0,0,0,7821,7821,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,47400,0,0,0,1666.5,1666.5,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,CE,43500,0,0,0,4520,4520,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,CE,44700,0,0,0,3602.5,3602.5,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,CE,43200,0,0,0,4764,4764,0
04/30/2021,OPTFUT,GOLD         ,24SEP2021,PE,50200,0,0,0,3352.5,3352.5,0
