Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Volume(Lots),Volume(In 000's)
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,625,0,0,0,0.16,0.16,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,690,0,0,0,3.49,3.49,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,785,0,0,0,40.19,40.19,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,675,0,0,0,1.94,1.94,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,735,0,0,0,14.11,14.11,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,650,0,0,0,0.62,0.62,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,770,0,0,0,30.72,30.72,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,705,0,0,0,59.11,59.11,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,630,0,0,0,128.03,128.03,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,715,0,0,0,51.35,51.35,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,795,0,0,0,10.91,10.91,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,750,0,0,0,28.72,28.72,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,790,0,0,0,43.64,43.64,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,695,0,0,0,4.19,4.19,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,690,0,0,0,71.63,71.63,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,785,0,0,0,13.83,13.83,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,720,0,0,0,47.66,47.66,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,755,0,0,0,26.12,26.12,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,800,0,0,0,9.64,9.64,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,680,0,0,0,2.38,2.38,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,740,0,0,0,16,16,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,640,0,0,0,0.37,0.37,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,760,0,0,0,25.17,25.17,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,725,0,0,0,10.8,10.8,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,655,0,0,0,0.79,0.79,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,775,0,0,0,33.73,33.73,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,720,0,0,0,9.37,9.37,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,755,0,0,0,22.64,22.64,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,PE,800,0,0,0,50.92,50.92,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,790,0,0,0,12.3,12.3,0
04/30/2021,OPTFUT,COPPER       ,21JUN2021,CE,695,0,0,0,67.35,67.35,0
04/30/2021,FUTCOM,COPPER       ,30JUN2021,-,0,758.95,765.7,753.5,755.9,758.5,260
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,680,0,0,0,4.89,4.89,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,720,0,0,0,13.22,13.22,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,765,0,0,0,30.89,30.89,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,730,0,0,0,16.32,16.32,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,780,0,0,0,38.93,38.93,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,635,0,0,0,1.13,1.13,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,695,0,0,0,7.32,7.32,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,750,0,0,0,42.22,42.22,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,805,0,0,0,18.37,18.37,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,660,0,0,0,110.24,110.24,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,775,0,0,0,29.64,29.64,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,690,0,0,0,84.23,84.23,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,735,0,0,0,18.05,18.05,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,785,0,0,0,41.85,41.85,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,640,0,0,0,1.36,1.36,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,700,0,0,0,8.3,8.3,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,790,0,0,0,44.88,44.88,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,645,0,0,0,1.62,1.62,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,705,0,0,0,9.38,9.38,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,725,0,0,0,57.81,57.81,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,770,0,0,0,31.92,31.92,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,685,0,0,0,88.38,88.38,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,655,0,0,0,2.28,2.28,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,745,0,0,0,21.85,21.85,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,800,0,0,0,51.27,51.27,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,665,0,0,0,3.14,3.14,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,650,0,0,0,1.93,1.93,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,740,0,0,0,19.89,19.89,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,795,0,0,0,48.02,48.02,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,670,0,0,0,3.66,3.66,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,710,0,0,0,10.56,10.56,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,790,0,0,0,23.51,23.51,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,645,0,0,0,124.05,124.05,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,705,0,0,0,72.31,72.31,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,720,0,0,0,61.27,61.27,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,765,0,0,0,34.31,34.31,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,680,0,0,0,92.61,92.61,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,755,0,0,0,26.13,26.13,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,810,0,0,0,58.08,58.08,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,730,0,0,0,54.46,54.46,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,780,0,0,0,27.48,27.48,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,635,0,0,0,133.48,133.48,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,695,0,0,0,80.16,80.16,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,640,0,0,0,128.74,128.74,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,700,0,0,0,76.19,76.19,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,735,0,0,0,51.22,51.22,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,785,0,0,0,25.44,25.44,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,745,0,0,0,45.1,45.1,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,800,0,0,0,19.98,19.98,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,655,0,0,0,114.79,114.79,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,775,0,0,0,36.14,36.14,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,690,0,0,0,6.43,6.43,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,660,0,0,0,2.68,2.68,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,750,0,0,0,23.93,23.93,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,805,0,0,0,54.62,54.62,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,710,0,0,0,68.52,68.52,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,670,0,0,0,101.29,101.29,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,725,0,0,0,14.72,14.72,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,770,0,0,0,33.45,33.45,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,685,0,0,0,5.62,5.62,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,675,0,0,0,4.24,4.24,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,715,0,0,0,11.84,11.84,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,PE,760,0,0,0,28.45,28.45,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,740,0,0,0,48.1,48.1,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,795,0,0,0,21.69,21.69,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,650,0,0,0,119.4,119.4,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,665,0,0,0,105.73,105.73,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,755,0,0,0,39.47,39.47,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,810,0,0,0,16.87,16.87,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,715,0,0,0,64.85,64.85,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,760,0,0,0,36.83,36.83,0
04/30/2021,OPTFUT,COPPER       ,21JUL2021,CE,675,0,0,0,96.92,96.92,0
04/30/2021,FUTCOM,COPPER       ,30JUL2021,-,0,0,0,0,757.7,755.1,0
04/30/2021,FUTCOM,COPPER       ,31AUG2021,-,0,0,0,0,759.6,754.1,0
04/30/2021,FUTCOM,COTTON       ,30APR2021,-,0,21560,22360,21410,22050,21590,110
04/30/2021,FUTCOM,COTTON       ,31MAY2021,-,0,21790,21930,21630,21880,21820,1580
04/30/2021,FUTCOM,COTTON       ,30JUN2021,-,0,22060,22200,21940,22170,22120,31
04/30/2021,FUTCOM,COTTON       ,30JUL2021,-,0,0,0,0,22250,22250,0
04/30/2021,FUTCOM,COTTON       ,31AUG2021,-,0,0,0,0,22350,22350,0
04/30/2021,FUTCOM,CPO          ,30APR2021,-,0,1221,1221.9,1218.5,1218.6,1219.8,274
04/30/2021,FUTCOM,CPO          ,31MAY2021,-,0,1174.2,1177.3,1150.5,1155.7,1174,3254
04/30/2021,FUTCOM,CPO          ,30JUN2021,-,0,1132.6,1135,1105,1109.7,1133.5,511
04/30/2021,FUTCOM,CPO          ,30JUL2021,-,0,1090,1090,1077,1085.6,1115,3
04/30/2021,FUTCOM,CPO          ,31AUG2021,-,0,0,0,0,1085,1085,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,3750,0,0,0,1065.1,1065.1,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,4350,0,0,0,477.1,477.1,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,4950,75.1,75.1,75.1,75.1,81.7,1
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,5550,0,0,0,3.2,3.2,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,4150,0,0,0,667.9,667.9,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,4750,175,175,170.9,173,150,2
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,CE,5350,0,0,0,11.1,11.1,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,PE,4050,0,0,0,0.8,0.8,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,PE,4650,0,0,0,123,123,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,PE,5250,0,0,0,451.7,451.7,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,PE,3800,0,0,0,0.1,0.1,0
04/30/2021,OPTFUT,CRUDEOIL     ,17MAY2021,PE,4400,52.5,68,48.2,59,50.2,555
