05/04/2021,FUTCOM,ALUMINIUM    ,31MAY2021,-,0,194.55, 195.7,194.45,195.1,194.25,2872,14360.000 KGS  
05/04/2021,FUTCOM,ALUMINIUM    ,30JUN2021,-,0,194.5, 195.75,194.5,194.95,194.1,86,430.000 KGS  
05/04/2021,FUTCOM,ALUMINIUM    ,30JUL2021,-,0,0, 0,0,194.8,193.95,0,0.000 KGS  
05/04/2021,FUTCOM,ALUMINIUM    ,31AUG2021,-,0,0, 0,0,194.6,193.75,0,0.000 KGS  
05/04/2021,FUTCOM,ALUMINIUM    ,30SEP2021,-,0,0, 0,0,194.45,193.6,0,0.000 KGS  
05/04/2021,FUTCOM,CARDAMOM     ,14MAY2021,-,0,0, 0,0,1450,1450,0,0.000 KGS  
05/04/2021,FUTCOM,CARDAMOM     ,15JUN2021,-,0,0, 0,0,1650,1650,0,0.000 KGS  
05/04/2021,FUTCOM,CARDAMOM     ,15JUL2021,-,0,0, 0,0,1450,1450,0,0.000 KGS  
05/04/2021,FUTCOM,CARDAMOM     ,13AUG2021,-,0,0, 0,0,1450,1450,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,575,0, 0,0,189.13,189.13,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,575,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,580,0, 0,0,184.14,184.14,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,580,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,585,0, 0,0,179.15,179.15,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,585,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,590,0, 0,0,174.16,174.16,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,590,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,595,0, 0,0,169.17,169.17,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,595,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,600,0, 0,0,164.17,164.17,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,600,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,605,0, 0,0,159.18,159.18,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,605,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,610,0, 0,0,154.19,154.19,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,610,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,615,0, 0,0,149.2,149.2,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,615,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,620,0, 0,0,144.21,144.21,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,620,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,625,0, 0,0,139.22,139.22,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,625,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,630,0, 0,0,134.22,134.22,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,630,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,635,0, 0,0,129.23,129.23,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,635,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,555,0, 0,0,209.1,209.1,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,555,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,560,0, 0,0,204.11,204.11,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,560,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,640,0, 0,0,124.24,124.24,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,640,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,645,0, 0,0,119.25,119.25,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,645,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,650,0, 0,0,114.26,114.26,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,650,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,655,0, 0,0,109.27,109.27,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,655,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,660,0, 0,0,104.28,104.28,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,660,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,665,0, 0,0,99.29,99.29,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,665,0, 0,0,0.01,0.01,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,CE,670,0, 0,0,94.3,94.3,0,0.000 KGS  
05/04/2021,OPTFUT,COPPER       ,20MAY2021,PE,670,0, 0,0,0.01,0.01,0,0.000 KGS  
