AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Franklin Templeton Asset Management (India) Private Limited,118547,Franklin India Equity Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Franklin India Equity Hybrid Fund - Direct - Dividend,Rs.5000,10-Dec-1999,,INF090I01GA2INF090I01GB0
Canara Robeco Asset Management Company Limited,100593,Canara Robeco Equity Taxsaver Fund,Open Ended,Equity Scheme - ELSS,Canara Robeco Equity Taxsaver Fund - Regular Plan - Dividend,Rs.500,25-Feb-1993,,INF760K01084INF760K01092
Canara Robeco Asset Management Company Limited,111722,Canara Robeco Equity Taxsaver Fund,Open Ended,Equity Scheme - ELSS,Canara Robeco Equity Taxsaver Fund - Regular Plan - Growth,Rs.500,25-Feb-1993,,INF760K01100
Canara Robeco Asset Management Company Limited,118285,Canara Robeco Equity Taxsaver Fund,Open Ended,Equity Scheme - ELSS,Canara Robeco Equity Taxsaver Fund - Direct Plan - Growth Option,Rs.500,25-Feb-1993,,INF760K01EL8
Canara Robeco Asset Management Company Limited,118286,Canara Robeco Equity Taxsaver Fund,Open Ended,Equity Scheme - ELSS,Canara Robeco Equity Taxsaver Fund - Direct Plan - Dividend Option,Rs.500,25-Feb-1993,,INF760K01EJ2INF760K01EK0
Canara Robeco Asset Management Company Limited,100596,Canara Robeco Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Canara Robeco Gilt Fund - Regular Plan - Dividend,Rs.10000,22-Dec-1999,,INF760K01AB7INF760K01AC5
Canara Robeco Asset Management Company Limited,100597,Canara Robeco Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Canara Robeco Gilt Fund - Regular Plan - Growth,Rs.10000,22-Dec-1999,,INF760K01AE1
Canara Robeco Asset Management Company Limited,118298,Canara Robeco Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Canara Robeco Gilt Fund-Direct Plan - Dividend Option,Rs.10000,22-Dec-1999,,INF760K01FA8INF760K01FB6
Canara Robeco Asset Management Company Limited,118299,Canara Robeco Gilt Fund,Open Ended,Debt Scheme - Gilt Fund,Canara Robeco Gilt Fund-Direct Plan - Growth option,Rs.10000,22-Dec-1999,,INF760K01FC4
Canara Robeco Asset Management Company Limited,100598,Canara Robeco Gilt 1988,Open Ended,Gilt,Canara Robeco Gilt 1988,Rs.100000,10-Oct-1988,,xxxxxxxxxxxxxxxxxxx
Canara Robeco Asset Management Company Limited,100600,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Regular Plan - Monthly Dividend,5000,24-Apr-1988,,INF760K01308INF760K01316
Canara Robeco Asset Management Company Limited,100601,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Regular Plan - Growth,5000,24-Apr-1988,,INF760K01282
Canara Robeco Asset Management Company Limited,112378,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Regular Plan - Quarterly Dividend,5000,24-Apr-1988,,INF760K01AP7INF760K01AQ5
Canara Robeco Asset Management Company Limited,118309,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund-Direct Plan - Growth Option,5000,24-Apr-1988,,INF760K01GB4
Canara Robeco Asset Management Company Limited,118310,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Direct Plan - Quarterly Dividend Option,5000,24-Apr-1988,,INF760K01GC2INF760K01GD0
Canara Robeco Asset Management Company Limited,118311,Canara Robeco Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Canara Robeco Conservative Hybrid Fund - Direct Plan - Monthly Dividend Option,5000,24-Apr-1988,,INF760K01FZ5INF760K01GA6
Sundaram Asset Management Company Limited,100602,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Qtrly Dividend,Rs.5000/-,16-Oct-1997,,INF903J01FR0INF903J01FU4
Sundaram Asset Management Company Limited,100603,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund - Regular Growth,Rs.5000/-,16-Oct-1997,,INF903J01FQ2
Sundaram Asset Management Company Limited,100604,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Regular Bonus Option,Rs.5000/-,16-Oct-1997,,INF903J01FX8
Sundaram Asset Management Company Limited,100605,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend),Rs.5000/-,16-Oct-1997,,INF903J01FZ3INF903J01GC0
Sundaram Asset Management Company Limited,100606,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend),Rs.5000/-,16-Oct-1997,,INF903J01GA4INF903J01GD8
Sundaram Asset Management Company Limited,100607,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend),Rs.5000/-,16-Oct-1997,,INF903J01GB2INF903J01GE6
Sundaram Asset Management Company Limited,119672,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund  - Direct Plan - Quarterly Dividend Option,Rs.5000/-,16-Oct-1997,,INF903J01PK4INF903J01PL2
Sundaram Asset Management Company Limited,119673,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund - Direct Plan - Bonus Option,Rs.5000/-,16-Oct-1997,,INF903J01PN8
Sundaram Asset Management Company Limited,119674,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund - Direct Plan - Half Yearly Dividend Option,Rs.5000/-,16-Oct-1997,,INF903J01PI8INF903J01PJ6
Sundaram Asset Management Company Limited,119675,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund- Direct Plan - Growth Option,Rs.5000/-,16-Oct-1997,,INF903J01PO6
Sundaram Asset Management Company Limited,119676,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund  - Direct Plan - Annual Dividend Option,Rs.5000/-,16-Oct-1997,,INF903J01PH0INF903J01PM0
Sundaram Asset Management Company Limited,100608,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Institutional Plan(Growth),Rs.5000/-,16-Oct-1997,,INF903J01FY6
Sundaram Asset Management Company Limited,100609,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund - Regular Half-Yearly Dividend,Rs.5000/-,16-Oct-1997,,INF903J01FS8INF903J01FV2
Sundaram Asset Management Company Limited,100610,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Annual Dividend,Rs.5000/-,16-Oct-1997,,INF903J01FT6INF903J01FW0
Sundaram Asset Management Company Limited,100611,Sundaram Medium Term Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,Sundaram Medium Term Bond Fund -Institutional Plan - Bonus Option,Rs.5000/-,16-Oct-1997,,INF903J01GF3
Sundaram Asset Management Company Limited,100614,Sundaram Diversified Equity,Open Ended,Equity Scheme - ELSS,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend,Rs.500/-,22-Nov-1999,,INF903J01512INF903J01520
Sundaram Asset Management Company Limited,101853,Sundaram Diversified Equity,Open Ended,Equity Scheme - ELSS,Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App,Rs.500/-,22-Nov-1999,,INF903J01538
Sundaram Asset Management Company Limited,119548,Sundaram Diversified Equity,Open Ended,Equity Scheme - ELSS,Sundaram Diversified Equity- A Long-term Tax Saver Fund - Direct Plan - Dividend Option,Rs.500/-,22-Nov-1999,,INF903J01NL7INF903J01NM5
Sundaram Asset Management Company Limited,119549,Sundaram Diversified Equity,Open Ended,Equity Scheme - ELSS,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option,Rs.500/-,22-Nov-1999,,INF903J01NN3
Sundaram Asset Management Company Limited,100617,Sundaram Equity Hybrid Fund,Open Ended,Hybrid Scheme - Balanced Hybrid Fund,Sundaram Equity Hybrid Fund Regular Growth,RS.5000/-,26-Apr-2000,,INF903J01744
Sundaram Asset Management Company Limited,101472,Sundaram Equity Hybrid Fund,Open Ended,Hybrid Scheme - Balanced Hybrid Fund,Sundaram Equity Hybrid Fund Regular Dividend,RS.5000/-,26-Apr-2000,,INF903J01728INF903J01736
Sundaram Asset Management Company Limited,111924,Sundaram Equity Hybrid Fund,Open Ended,Hybrid Scheme - Balanced Hybrid Fund,Sundaram Equity Hybrid Institutional Dividend,RS.5000/-,26-Apr-2000,,INF903J01751INF903J01769
Sundaram Asset Management Company Limited,119542,Sundaram Equity Hybrid Fund,Open Ended,Hybrid Scheme - Balanced Hybrid Fund,Sundaram Equity Hybrid Fund Direct Growth,RS.5000/-,26-Apr-2000,,INF903J01MP0
Sundaram Asset Management Company Limited,119545,Sundaram Equity Hybrid Fund,Open Ended,Hybrid Scheme - Balanced Hybrid Fund,Sundaram Equity Hybrid Fund Direct Dividend,RS.5000/-,26-Apr-2000,,INF903J01MN5INF903J01MO3
Sundaram Asset Management Company Limited,100618,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Appreciation,1000,31-Mar-2000,,INF903J01GG1
Sundaram Asset Management Company Limited,100619,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Quarterly Dividend Reinvestment,1000,31-Mar-2000,,INF903J01GM9
Sundaram Asset Management Company Limited,100620,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Daily Dividend Reinvestment,1000,31-Mar-2000,,INF903J01GI7
Sundaram Asset Management Company Limited,100621,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Weekly Div. Reinvst,1000,31-Mar-2000,,INF903J01GJ5
Sundaram Asset Management Company Limited,140003,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION LESS THAN THREE YEARS,1000,31-Mar-2000,,INF903JA1542
Sundaram Asset Management Company Limited,140004,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION MORE THAN THREE YEARS,1000,31-Mar-2000,,INF903JA1559
Sundaram Asset Management Company Limited,140005,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND MORE THAN THREE YEARS,1000,31-Mar-2000,,INF903JA1575
Sundaram Asset Management Company Limited,140006,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND LESS THAN THREE YEARS,1000,31-Mar-2000,,INF903JA1567
Sundaram Asset Management Company Limited,119687,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Monthly Dividend Option,1000,31-Mar-2000,,INF903J01QC9INF903J01QD7
Sundaram Asset Management Company Limited,119688,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Daily Dividend Reinvestment Option,1000,31-Mar-2000,,INF903J01QA3
Sundaram Asset Management Company Limited,119689,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Quarterly Dividend Reinvestment Option,1000,31-Mar-2000,,INF903J01QE5
Sundaram Asset Management Company Limited,119690,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Bonus Option,1000,31-Mar-2000,,INF903J01RL8
Sundaram Asset Management Company Limited,119691,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Weekly Dividend Reinvestment Option,1000,31-Mar-2000,,INF903J01QG0
Sundaram Asset Management Company Limited,119692,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Fortnightly Dividend Reinvestment Option,1000,31-Mar-2000,,INF903J01QB1
Sundaram Asset Management Company Limited,103396,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund Regular monthly Div. (Formerly Super Institutional Plan),1000,31-Mar-2000,,INF903J01GV0INF903J01GZ1
Sundaram Asset Management Company Limited,103397,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund Regular Growth (Formerly Super Institutional Plan),1000,31-Mar-2000,,INF903J01GU2
Sundaram Asset Management Company Limited,118328,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Bonus Option,1000,31-Mar-2000,,INF903J01MB0
Sundaram Asset Management Company Limited,119686,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund - Direct Plan - Growth Option,1000,31-Mar-2000,,INF903J01QF2
Sundaram Asset Management Company Limited,102704,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Monthly Div. Reinvestment,1000,31-Mar-2000,,INF903J01GO5INF903J01GS6
Sundaram Asset Management Company Limited,102705,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Quarterly Div. Reinvestment,1000,31-Mar-2000,,INF903J01GT4
Sundaram Asset Management Company Limited,102706,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Weekly Dividend Reinvestment,1000,31-Mar-2000,,INF903J01GQ0
Sundaram Asset Management Company Limited,103392,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund Regular Daily Div. Reinvest (Formerly Super Institutional Plan),1000,31-Mar-2000,,INF903J01GW8
Sundaram Asset Management Company Limited,103393,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund Regular Qrtly Div. Reinvest (Formerly Super Institutional Plan),1000,31-Mar-2000,,INF903J01HA2
Sundaram Asset Management Company Limited,103395,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund Regular fortnightly Div.Rein (Formerly Super Institutional Plan),1000,31-Mar-2000,,INF903J01GY4
Sundaram Asset Management Company Limited,100622,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Fortnightly Div Reinvst,1000,31-Mar-2000,,INF903J01GK3
Sundaram Asset Management Company Limited,100623,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund- Retail Monthly Div. Reinvst,1000,31-Mar-2000,,INF903J01GH9INF903J01GL1
Sundaram Asset Management Company Limited,102700,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Daily Diiv. Reinvestment,1000,31-Mar-2000,,
Sundaram Asset Management Company Limited,102701,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Daily Div. Reinvestment,1000,31-Mar-2000,,INF903J01GP2
Sundaram Asset Management Company Limited,102702,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Fortnightly Div Reinvestment,1000,31-Mar-2000,,INF903J01GR8
Sundaram Asset Management Company Limited,102703,Sundaram Money Fund,Open Ended,Debt Scheme - Liquid Fund,Sundaram Money Fund-Institutional Plan-Growth Option,1000,31-Mar-2000,,INF903J01GN7
SBI Funds Management Private Limited,100636,Z-REDEEMED-SBI MOEF 95,Open Ended,Balanced,SBI MOEF 95,1000,01-Jan-1995,01-Jan-1995,
SBI Funds Management Private Limited,100637,Z-OLD-SBI MMPS 93,Open Ended,Growth,SBI MMPS 93,10,01-Jan-1995,01-Jan-1995,
SBI Funds Management Private Limited,100638,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-REGULAR PLAN - Half Yearly- Dividend,5000,31-Dec-2010,31-Dec-2010,INF200K01610INF200K01628
SBI Funds Management Private Limited,100639,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-REGULAR PLAN-Growth,5000,31-Dec-2010,31-Dec-2010,INF200K01594
SBI Funds Management Private Limited,100640,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-REGULAR PLAN-Bonus,5000,31-Dec-2010,31-Dec-2010,INF200K01602
SBI Funds Management Private Limited,119712,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-DIRECT PLAN - Bonus,5000,31-Dec-2010,31-Dec-2010,INF200K01SO9
SBI Funds Management Private Limited,119713,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-DIRECT PLAN - Half Yearly - Dividend,5000,31-Dec-2010,31-Dec-2010,INF200K01SP6INF200K01SQ4
SBI Funds Management Private Limited,119714,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-DIRECT PLAN -Growth,5000,31-Dec-2010,31-Dec-2010,INF200K01SR2
SBI Funds Management Private Limited,121940,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-DIRECT PLAN - Quarterly - Dividend,5000,31-Dec-2010,31-Dec-2010,INF200K01YS8INF200K01YT6
SBI Funds Management Private Limited,121944,SBI MAGNUM INCOME FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,SBI Magnum Income Fund-REGUALR PLAN - Quarterly - Dividend,5000,31-Dec-2010,31-Dec-2010,INF200K01YQ2INF200K01YR0
SBI Funds Management Private Limited,100643,SBI TECHNOLOGY OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - DIVIDEND,5000,01-Jan-1993,01-Jan-1993,INF200K01420INF200K01438
SBI Funds Management Private Limited,119731,SBI TECHNOLOGY OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - DIVIDEND,5000,01-Jan-1993,01-Jan-1993,INF200K01RT0INF200K01RU8
SBI Funds Management Private Limited,120577,SBI TECHNOLOGY OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH,5000,01-Jan-1993,01-Jan-1993,INF200K01VS4
SBI Funds Management Private Limited,120578,SBI TECHNOLOGY OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,5000,01-Jan-1993,01-Jan-1993,INF200K01RV6
SBI Funds Management Private Limited,100645,SBI CONSUMPTION OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR PLAN - DIVIDEND,5000,01-Jan-1993,01-Jan-1993,INF200K01404INF200K01412
SBI Funds Management Private Limited,119730,SBI CONSUMPTION OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - DIVIDEND,5000,01-Jan-1993,01-Jan-1993,INF200K01RK9INF200K01RL7
SBI Funds Management Private Limited,120575,SBI CONSUMPTION OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,5000,01-Jan-1993,01-Jan-1993,INF200K01RM5
SBI Funds Management Private Limited,120576,SBI CONSUMPTION OPPORTUNITIES FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH,5000,01-Jan-1993,01-Jan-1993,INF200K01VR6
UTI Asset Management Company Ltd,100646,UTI - Unit Linked Insurance Plan,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,UTI - Unit Linked Insurance Plan,15000.00,01-Feb-2003,,
UTI Asset Management Company Ltd,120784,UTI - Unit Linked Insurance Plan,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,UTI - Unit Linked Insurance Plan- Direct,15000.00,01-Feb-2003,,
UTI Asset Management Company Ltd,100650,UTI - Mastershare Unit Scheme,Open Ended,Equity Scheme - Large Cap Fund,UTI - Master Share-Income Option,5000,01-Feb-2003,,INF189A01038INF789F01950
UTI Asset Management Company Ltd,100651,UTI - Mastershare Unit Scheme,Open Ended,Equity Scheme - Large Cap Fund,UTI - Master Share-Growth Option,5000,01-Feb-2003,,INF789F01976
UTI Asset Management Company Ltd,120656,UTI - Mastershare Unit Scheme,Open Ended,Equity Scheme - Large Cap Fund,UTI - Master Share-Growth Option - Direct,5000,01-Feb-2003,,INF789F01US8
UTI Asset Management Company Ltd,120657,UTI - Mastershare Unit Scheme,Open Ended,Equity Scheme - Large Cap Fund,UTI - Master Share-Income Option - Direct,5000,01-Feb-2003,,INF789F01UQ2INF789F01UR0
UTI Asset Management Company Ltd,100668,UTI - Flexi Cap Fund.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Income Option,Rs.5000/-,20-Apr-1992,,INF189A01053INF789F01505
UTI Asset Management Company Ltd,100669,UTI - Flexi Cap Fund.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Growth Option,Rs.5000/-,20-Apr-1992,,INF789F01513
UTI Asset Management Company Ltd,120662,UTI - Flexi Cap Fund.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Growth Option - Direct,Rs.5000/-,20-Apr-1992,,INF789F01TC4
UTI Asset Management Company Ltd,120663,UTI - Flexi Cap Fund.,Open Ended,Equity Scheme - Flexi Cap Fund,UTI - Flexi Cap Fund-Income Option - Direct,Rs.5000/-,20-Apr-1992,,INF789F01TA8INF789F01TB6
UTI Asset Management Company Ltd,100663,UTI - Core Equity Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI - Core Equity Fund - Regular Plan - Income Option,Rs. 5000/-,20-May-2009,25-May-2009,INF189A01046INF789F01851
UTI Asset Management Company Ltd,100664,UTI - Core Equity Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI - Core Equity Fund - Regular Plan - Growth Option,Rs. 5000/-,20-May-2009,25-May-2009,INF789F01869
UTI Asset Management Company Ltd,120664,UTI - Core Equity Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI - Core Equity Fund - Direct Plan - Income Option,Rs. 5000/-,20-May-2009,25-May-2009,INF789F01UE8INF789F01UF5
UTI Asset Management Company Ltd,120665,UTI - Core Equity Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,UTI - Core Equity Fund - Direct Plan - Growth Option,Rs. 5000/-,20-May-2009,25-May-2009,INF789F01UG3
UTI Asset Management Company Ltd,100678,UTI - CCF - Saving Plan,Open Ended,Solution Oriented Scheme - Children s Fund,UTI CCF Saving Plan - Regular Plan,Rs. 2000/-,12-Jul-1993,,
UTI Asset Management Company Ltd,120771,UTI - CCF - Saving Plan,Open Ended,Solution Oriented Scheme - Children s Fund,UTI CCF Saving Plan - Direct Plan,Rs. 2000/-,12-Jul-1993,,
UTI Asset Management Company Ltd,100682,UTI - Retirement Benefit Pension Fund,Open Ended,Solution Oriented Scheme - Retirement Fund,UTI - Retirement Benefit Pension Fund - Regular Plan,Rs.10000/,26-Dec-1994,,
UTI Asset Management Company Ltd,120766,UTI - Retirement Benefit Pension Fund,Open Ended,Solution Oriented Scheme - Retirement Fund,UTI - Retirement Benefit Pension Fund- Direct,Rs.10000/,26-Dec-1994,,
UTI Asset Management Company Ltd,100684,UTI - Hybrid Equity Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI - Hybrid Equity Fund - Regular Plan - Growth,Rs.10000,02-Jan-1995,,INF789F01323
UTI Asset Management Company Ltd,100685,UTI - Hybrid Equity Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI - Hybrid Equity Fund - Regular Plan -Income,Rs.10000,02-Jan-1995,,INF789F01307INF789F01315
UTI Asset Management Company Ltd,120673,UTI - Hybrid Equity Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI - Hybrid Equity Fund - Direct Plan - Income,Rs.10000,02-Jan-1995,,INF789F01SI3INF789F01SJ1
UTI Asset Management Company Ltd,120674,UTI - Hybrid Equity Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,UTI - Hybrid Equity Fund -Direct Plan - Growth,Rs.10000,02-Jan-1995,,INF789F01SK9
UTI Asset Management Company Ltd,100721,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF-Growth,10000,23-Apr-1997,,
UTI Asset Management Company Ltd,100722,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF-Income,10000,23-Apr-1997,,
UTI Asset Management Company Ltd,100723,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF-Discontinued - Regular Plan -Growth,10000,23-Apr-1997,,INF789F01BF5
UTI Asset Management Company Ltd,100724,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,10000,23-Apr-1997,,INF789F01BD0
UTI Asset Management Company Ltd,100725,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,10000,23-Apr-1997,,INF789F01BE8
UTI Asset Management Company Ltd,112076,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF - Regular Plan - Daily Dividend Reinvestment Option,10000,23-Apr-1997,,INF789F01PW0
UTI Asset Management Company Ltd,140023,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF - Direct Plan - Half Yearly Dividend Option,10000,23-Apr-1997,,INF789FA1M87INF789FA1M95
UTI Asset Management Company Ltd,142249,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF - Direct Plan - Quarterly Dividend Option,10000,23-Apr-1997,,INF789FA1M61INF789FA1M79
UTI Asset Management Company Ltd,143125,UTI - Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,UTI MMF - Direct Plan - Flexi Dividend Option,10000,23-Apr-1997,,INF789FA1N29INF789FA1N37
