AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Aditya Birla Sun Life AMC Limited,100033,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,5000,24-Feb-1995,24-Feb-1995,INF209K01165
Aditya Birla Sun Life AMC Limited,100034,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund -Regular Dividend,5000,24-Feb-1995,24-Feb-1995,INF209K01157INF209K01CE5
Aditya Birla Sun Life AMC Limited,119433,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Dividend - Direct Plan,5000,24-Feb-1995,24-Feb-1995,INF209K01VG0INF209K01VI6
Aditya Birla Sun Life AMC Limited,119436,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,5000,24-Feb-1995,24-Feb-1995,INF209K01VH8
Aditya Birla Sun Life AMC Limited,100037,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Quarterly Dividend - Regular Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01587INF209K01CY3
Aditya Birla Sun Life AMC Limited,100038,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01579
Aditya Birla Sun Life AMC Limited,100039,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Birla Income Plus-Institutional (Growth),5000,01-Jan-1994,01-Jan-1994,
Aditya Birla Sun Life AMC Limited,100040,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Birla Income Plus-Institutional (Dividend),5000,01-Jan-1994,01-Jan-1994,
Aditya Birla Sun Life AMC Limited,111777,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund (Discipline Advantage Plan),5000,01-Jan-1994,01-Jan-1994,INF209K01LD8
Aditya Birla Sun Life AMC Limited,119655,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Quarterly Dividend - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01WZ8
Aditya Birla Sun Life AMC Limited,119657,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01WY1
Aditya Birla Sun Life AMC Limited,133445,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Dividend - Regular Plan,5000,01-Jan-1994,01-Jan-1994,INF209KA1WJ6INF209KA1WK4
Aditya Birla Sun Life AMC Limited,133446,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Dividend - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209KA1WL2INF209KA1WM0
Aditya Birla Sun Life AMC Limited,100041,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Institutional Dividend,5000,04-Jun-1997,07-Jun-1997,INF209K01KN9
Aditya Birla Sun Life AMC Limited,100042,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Retail (Growth),5000,04-Jun-1997,07-Jun-1997,INF209K01ME4
Aditya Birla Sun Life AMC Limited,100043,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),5000,04-Jun-1997,07-Jun-1997,INF209K01RT1
Aditya Birla Sun Life AMC Limited,100044,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Retail (Dividend),5000,04-Jun-1997,07-Jun-1997,INF209K01KP4
Aditya Birla Sun Life AMC Limited,100046,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Daily Dividend,5000,04-Jun-1997,07-Jun-1997,INF209K01KQ2INF209K01SQ5
Aditya Birla Sun Life AMC Limited,100047,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Growth,5000,04-Jun-1997,07-Jun-1997,INF209K01RU9
Aditya Birla Sun Life AMC Limited,112014,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01KZ3
Aditya Birla Sun Life AMC Limited,119568,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01VA3
Aditya Birla Sun Life AMC Limited,119569,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Daily Dividend - Direct Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01UZ2
Aditya Birla Sun Life AMC Limited,119570,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Weekly Dividend - Direct Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01VC9
Aditya Birla Sun Life AMC Limited,119571,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Dividend - Direct Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01VD7
Aditya Birla Sun Life AMC Limited,100048,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Institutional -  Weekly Dividend,5000,04-Jun-1997,07-Jun-1997,INF209KA1LK7INF209K01KY6
Aditya Birla Sun Life AMC Limited,100050,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Birla Cash Plus-Birla Cash Plus (Institutional Premium Weekly Dividend),5000,04-Jun-1997,07-Jun-1997,
Aditya Birla Sun Life AMC Limited,100051,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Weekly Dividend,5000,04-Jun-1997,07-Jun-1997,INF209K01KU4INF209KA1LJ9
Aditya Birla Sun Life AMC Limited,103885,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Dividend,5000,04-Jun-1997,07-Jun-1997,INF209KA1LI1
Aditya Birla Sun Life AMC Limited,100057,Aditya Birla Sun Life Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Government Securities Fund - Quarterly Dividend - Regular Plan,5000,12-Oct-1999,12-Oct-1999,INF209K01AF6INF209K01DP9
Aditya Birla Sun Life AMC Limited,100058,Aditya Birla Sun Life Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,5000,12-Oct-1999,12-Oct-1999,INF209K01AC3INF209K01AD1
Aditya Birla Sun Life AMC Limited,100062,Aditya Birla Sun Life Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Gilt Plus-Regular Plan (Annual Dividend),5000,12-Oct-1999,12-Oct-1999,INF209K01DQ7
Aditya Birla Sun Life AMC Limited,119605,Aditya Birla Sun Life Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,5000,12-Oct-1999,12-Oct-1999,INF209K01XP7
Aditya Birla Sun Life AMC Limited,119606,Aditya Birla Sun Life Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Aditya Birla Sun Life Govenment Securities Fund - Quarterly Dividend - Direct Plan,5000,12-Oct-1999,12-Oct-1999,INF209KA1LC4
Aditya Birla Sun Life AMC Limited,100063,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Dividend - Regular Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01314INF209K01CL0
Aditya Birla Sun Life AMC Limited,100064,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01322
Aditya Birla Sun Life AMC Limited,119646,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01VT3
Aditya Birla Sun Life AMC Limited,119647,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Dividend - Direct Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01Q06INF209K01VU1
Aditya Birla Sun Life AMC Limited,100067,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Regular Plan - Dividend Option,Rs 1,02-Feb-1999,,INF209K01330INF209K01CM8
Aditya Birla Sun Life AMC Limited,104331,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,Rs 1,02-Feb-1999,,INF209K01348
Aditya Birla Sun Life AMC Limited,119660,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Direct Plan - Dividend Option,Rs 1,02-Feb-1999,,INF209K01Q14INF209K01VW7
Aditya Birla Sun Life AMC Limited,119661,Aditya Birla Sun Life Tax Plan,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,Rs 1,02-Feb-1999,,INF209K01VV9
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),100068,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,BARODA ELSS 96 - Plan A - Dividend,1000,30-Mar-1996,,INF955L01641
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),119339,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,BARODA ELSS 96 - Plan B (Direct) - Dividend,1000,30-Mar-1996,,INF955L01914
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),125110,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,Baroda ELSS 96 Fund - Plan A- Bonus Option,1000,30-Mar-1996,,INF955L01CZ6
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),125111,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,Baroda ELSS 96 - Plan B (Direct)- Bonus Option,1000,30-Mar-1996,,INF955L01DA7
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),134044,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,Baroda ELSS 96 Plan A -Growth Option,1000,30-Mar-1996,,INF955L01GD4
Baroda Asset Management India Limited (formerly known as Baroda Pioneer Asset Management Co. Ltd.),134045,BARODA ELSS 96,Open Ended,Equity Scheme - ELSS,Baroda ELSS 96 Plan B(Direct) -Growth Option,1000,30-Mar-1996,,INF955L01GE2
DSP Investment Managers Private Limited,100077,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Dividend,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01565INF740K01995
DSP Investment Managers Private Limited,100078,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Growth,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01557
DSP Investment Managers Private Limited,100079,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Monthly Dividend,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01573INF740K01AA1
DSP Investment Managers Private Limited,118921,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Direct Plan - Monthly Dividend,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01NA4INF740K01NC0
DSP Investment Managers Private Limited,118922,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Direct Plan - Dividend,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01NB2INF740K01ND8
DSP Investment Managers Private Limited,118924,DSP Bond Fund,Open Ended,Debt Scheme - Medium Duration Fund,DSP Bond Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,07-Apr-1997,15-Apr-1997,INF740K01MZ3
DSP Investment Managers Private Limited,100080,DSP Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,DSP Flexi Cap Fund - Regular Plan - Dividend,Rs. 1000/  and any amount thereafter,04-Apr-1997,15-Apr-1997,INF740K01011INF740K01029
DSP Investment Managers Private Limited,105875,DSP Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,DSP Flexi Cap Fund - Regular Plan - Growth,Rs. 1000/  and any amount thereafter,04-Apr-1997,15-Apr-1997,INF740K01037
DSP Investment Managers Private Limited,119076,DSP Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,DSP Flexi Cap Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,04-Apr-1997,15-Apr-1997,INF740K01PI2
DSP Investment Managers Private Limited,119077,DSP Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,DSP Flexi Cap Fund - Direct Plan - Dividend,Rs. 1000/  and any amount thereafter,04-Apr-1997,15-Apr-1997,INF740K01PJ0INF740K01PK8
DSP Investment Managers Private Limited,119019,DSP Equity & Bond Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Equity & Bond Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,03-May-1999,14-May-1999,INF740K01NY4
DSP Investment Managers Private Limited,119020,DSP Equity & Bond Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Equity & Bond Fund - Direct Plan - Dividend,Rs. 1000/  and any amount thereafter,03-May-1999,14-May-1999,INF740K01NZ1INF740K01OA2
DSP Investment Managers Private Limited,100081,DSP Equity & Bond Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Equity & Bond Fund- Regular Plan - Growth,Rs. 1000/  and any amount thereafter,03-May-1999,14-May-1999,INF740K01318
DSP Investment Managers Private Limited,100082,DSP Equity & Bond Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,DSP Equity & Bond Fund- Regular Plan -Dividend,Rs. 1000/  and any amount thereafter,03-May-1999,14-May-1999,INF740K01326INF740K01334
DSP Investment Managers Private Limited,100084,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Regular Plan - Growth,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01615
DSP Investment Managers Private Limited,100085,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Regular Plan - Dividend,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01607INF740K01AD5
DSP Investment Managers Private Limited,100086,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Regular Plan - Monthly Dividend,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01623INF740K01AE3
DSP Investment Managers Private Limited,119099,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NF3
DSP Investment Managers Private Limited,119100,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Direct Plan - Monthly Dividend,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NE6INF740K01NH9
DSP Investment Managers Private Limited,119101,DSP Government Securities Fund,Open Ended,Debt Scheme - Gilt Fund,DSP Government Securities Fund - Direct Plan - Dividend,Rs. 1000/  and any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NG1INF740K01NI7
DSP Investment Managers Private Limited,100087,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - Growth,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01714
DSP Investment Managers Private Limited,100088,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01706INF740K01AJ2
DSP Investment Managers Private Limited,100089,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - Monthly Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01722INF740K01AK0
DSP Investment Managers Private Limited,119106,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Direct Plan - Growth,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NU2
DSP Investment Managers Private Limited,119107,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Direct Plan - Monthly Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NT4INF740K01NW8
DSP Investment Managers Private Limited,119108,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Direct Plan - Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740K01NV0INF740K01NX6
DSP Investment Managers Private Limited,139306,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Unclaimed Dividend - Beyond 3 years,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,
DSP Investment Managers Private Limited,139303,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Unclaimed Redemption - Upto 3 years,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,
DSP Investment Managers Private Limited,139304,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Unclaimed Redemption - Beyond 3 years,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,
DSP Investment Managers Private Limited,139305,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Unclaimed Dividend - Upto 3 years,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,
DSP Investment Managers Private Limited,123287,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Regular Plan - Daily Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740KA1PC1
DSP Investment Managers Private Limited,123288,DSP Savings Fund,Open Ended,Debt Scheme - Money Market Fund,DSP Savings Fund - Direct Plan - Daily Dividend,Rs. 1000/- & any amount thereafter,20-Sep-1999,23-Sep-1999,INF740KA1PB3
DSP Investment Managers Private Limited,103819,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund-Regular Plan - Growth,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01094
DSP Investment Managers Private Limited,103820,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund-Regular Plan - Dividend,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01078INF740K01086
DSP Investment Managers Private Limited,119218,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01PL6
DSP Investment Managers Private Limited,119219,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund - Direct Plan - Dividend,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01PM4INF740K01PN2
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100119,HDFC Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balance Advantage Fund - Growth Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,10-Aug-2000,INF179K01830
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100120,HDFC Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balance Advantage Fund - Dividend Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,10-Aug-2000,INF179K01814INF179K01822
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),118968,HDFC Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balance Advantage Fund -Direct Plan - Growth Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,10-Aug-2000,INF179K01WA6
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),118969,HDFC Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,HDFC Balance Advantage Fund -Direct Plan - Dividend Option,For new investors  Rs.5000 For existing Rs. 1000,20-Jul-2000,10-Aug-2000,INF179K01VY8INF179K01VZ5
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100123,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund- Quarterly Dividend Option,REFER SID,11-Sep-2000,,INF179K01947INF179K01954
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100124,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Growth,REFER SID,11-Sep-2000,,INF179K01962
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100125,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plan Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100126,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plus Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100127,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plus Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100128,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plan Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100129,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plus Growth,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),100130,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund-Premium Plus Dividend,REFER SID,11-Sep-2000,,
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),119068,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund -Direct Plan - Quarterly Dividend Option,REFER SID,11-Sep-2000,,INF179K01WJ7INF179K01WK5
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),119069,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund -Direct Plan - Growth Option,REFER SID,11-Sep-2000,,INF179K01WL3
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),133365,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund - Direct Plan - Normal Dividend Option,REFER SID,11-Sep-2000,,INF179KA1Q12
HDFC Asset Management Company Limited (Corporate Identification Number - L65991MH1999PLC123027),133366,HDFC Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,HDFC Income Fund - Regular Plan - Normal Dividend Option,REFER SID,11-Sep-2000,,INF179KA1Q38
Principal Asset Management Pvt. Ltd.,100152,Principal Nifty 100 Equal Weight Fund,Open Ended,Other Scheme - Index Funds,Principal Nifty 100 Equal Weight Fund-Dividend,Rs. 5000,16-Jun-1999,,INF173K01AH0INF173K01AI8
Principal Asset Management Pvt. Ltd.,100153,Principal Nifty 100 Equal Weight Fund,Open Ended,Other Scheme - Index Funds,Principal Nifty 100 Equal Weight Fund-Growth,Rs. 5000,16-Jun-1999,,INF173K01AG2
Principal Asset Management Pvt. Ltd.,119487,Principal Nifty 100 Equal Weight Fund,Open Ended,Other Scheme - Index Funds,Principal Nifty 100 Equal Weight Fund- Direct Plan - Dividend Option,Rs. 5000,16-Jun-1999,,INF173K01EW1INF173K01EX9
Principal Asset Management Pvt. Ltd.,119488,Principal Nifty 100 Equal Weight Fund,Open Ended,Other Scheme - Index Funds,Principal Nifty 100 Equal Weight Fund - Direct Plan - Growth Option,Rs. 5000,16-Jun-1999,,INF173K01EZ4
Principal Asset Management Pvt. Ltd.,100156,Principal Tax Savings Fund,Open Ended,Equity Scheme - ELSS,Principal Tax Savings Fund,500,01-Jan-1996,,INF173K01361
Principal Asset Management Pvt. Ltd.,119489,Principal Tax Savings Fund,Open Ended,Equity Scheme - ELSS,Principal Tax Savings Fund - Direct Plan,500,01-Jan-1996,,INF173K01HZ7
Principal Asset Management Pvt. Ltd.,141829,Principal Tax Savings Fund,Open Ended,Equity Scheme - ELSS,Principal Tax Savings Fund Direct Plan - Half Yearly Dividend Option,500,01-Jan-1996,,INF173K01NN1
Principal Asset Management Pvt. Ltd.,141830,Principal Tax Savings Fund,Open Ended,Equity Scheme - ELSS,Principal Tax Savings Fund Regular Plan - Half Yearly Dividend Option,500,01-Jan-1996,,INF173K01NM3
quant Money Managers Limited,100171,Quant Dynamic Bond,Open Ended,Debt Scheme - Dynamic Bond,Quant Dynamic Bond-Dividend,100/-,18-May-1998,22-May-1998,INF966L01077INF966L01085
quant Money Managers Limited,100172,Quant Dynamic Bond,Open Ended,Debt Scheme - Dynamic Bond,Quant Dynamic Bond-Growth,100/-,18-May-1998,22-May-1998,INF966L01093
quant Money Managers Limited,100173,Quant Dynamic Bond,Open Ended,Debt Scheme - Dynamic Bond,Quant Dynamic Bond-Bonus,100/-,18-May-1998,22-May-1998,INF966L01101
