CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURJPYINR21-MAY-2021PE65.25,0.0250000,0.0000,0.0000,0.0000,0.1550,0.0225,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR16-JUL-2021PE65.25,0.0000000,0.0000,0.0000,0.0000,0.2125,0.2075,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021PE65.25,0.1450000,0.0000,0.0000,0.0000,0.1875,0.1400,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021CE65.25,3.2175000,0.0000,0.0000,0.0000,3.0325,3.2075,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021CE65.25,5.5400000,0.0000,0.0000,0.0000,9.0200,5.5325,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE65.25,0.0000000,0.0000,0.0000,0.0000,0.0900,68.0200,0.00,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021PE65.25,0.2475000,0.0000,0.0000,0.0000,0.1550,0.2425,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021PE65.5,0.0150000,0.0000,0.0000,0.0000,0.1500,0.0125,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR09-JUL-2021PE65.5,0.2250000,0.0000,0.0000,0.0000,0.1050,0.2200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021PE65.5,0.1850000,0.0000,0.0000,0.0000,0.7525,0.1800,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022CE65.5,6.2300000,0.0000,0.0000,0.0000,5.6075,6.2225,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021CE65.5,3.6975000,0.0000,0.0000,0.0000,4.4550,3.6775,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021CE65.5,3.0850000,0.0000,0.0000,0.0000,2.4175,3.0750,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021PE65.5,0.4500000,0.0000,0.0000,0.0000,0.6525,0.4450,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021PE65.5,0.2850000,0.0000,0.0000,0.0000,0.1825,0.2825,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE65.5,0.0000000,0.0000,0.0000,0.0000,0.1075,68.0200,0.00,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021PE65.5,0.1475000,0.0000,0.0000,0.0000,0.4725,0.1425,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR16-JUL-2021CE65.5,0.0000000,0.0000,0.0000,0.0000,3.5475,3.5275,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021PE65.5,0.1200000,0.0000,0.0000,0.0000,0.5425,0.1150,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021CE65.5,2.9100000,0.0000,0.0000,0.0000,3.4675,2.8975,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021PE65.5,0.0925000,0.0000,0.0000,0.0000,0.4200,0.0875,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021CE65.5,4.3975000,0.0000,0.0000,0.0000,7.9650,4.3850,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021CE65.5,2.9900000,0.0000,0.0000,0.0000,2.8400,2.9800,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021CE65.5,2.6375000,0.0000,0.0000,0.0000,5.0975,2.6300,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021CE65.5,3.1775000,0.0000,0.0000,0.0000,2.4700,3.1675,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR21-MAY-2021CE65.5,2.8125000,0.0000,0.0000,0.0000,3.9425,2.8025,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR02-JUL-2021PE65.5,0.2000000,0.0000,0.0000,0.0000,0.1450,0.1950,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021PE65.5,0.6100000,0.0000,0.0000,0.0000,0.3950,0.6050,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021PE65.5,0.0025000,0.0000,0.0000,0.0000,0.0850,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021CE65.5,2.7200000,0.0000,0.0000,0.0000,4.2750,2.7100,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE65.5,0.0625000,0.0000,0.0000,0.0000,0.2800,0.0600,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022PE65.5,0.7050000,0.0000,0.0000,0.0000,0.8500,0.7000,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021CE65.5,3.2700000,0.0000,0.0000,0.0000,3.6700,3.2625,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021CE65.5,2.5650000,0.0000,0.0000,0.0000,4.7900,68.0200,65.46,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021PE65.5,0.1750000,0.0000,0.0000,0.0000,0.2200,0.1700,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR09-JUL-2021CE65.5,3.4550000,0.0000,0.0000,0.0000,4.8100,3.4375,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021CE65.5,3.3100000,0.0000,0.0000,0.0000,8.5800,3.3025,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021CE65.5,5.3475000,0.0000,0.0000,0.0000,8.8100,5.3400,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021CE65.5,2.8950000,0.0000,0.0000,0.0000,4.5475,2.8850,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR02-JUL-2021CE65.5,3.3650000,0.0000,0.0000,0.0000,4.3050,3.3475,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021CE63,5.4575000,0.0000,0.0000,0.0000,4.4575,5.4525,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR21-MAY-2021PE63,0.0025000,0.0000,0.0000,0.0000,0.0275,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021CE63,6.5300000,0.0000,0.0000,0.0000,9.1750,6.5200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021CE63,5.0650000,0.0000,0.0000,0.0000,6.8850,68.0200,62.96,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022CE63,8.2325000,0.0000,0.0000,0.0000,7.5225,8.2300,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE63,0.0025000,0.0000,0.0000,0.0000,0.0500,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021CE63,7.3975000,0.0000,0.0000,0.0000,9.1200,7.3925,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021PE63,0.0125000,0.0000,0.0000,0.0000,0.0900,0.0125,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021CE63,5.5250000,0.0000,0.0000,0.0000,4.5550,5.5200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021PE63,0.0200000,0.0000,0.0000,0.0000,0.0350,0.0175,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021PE63,0.0000000,0.0000,0.0000,0.0000,0.0125,0.0000,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021PE63,0.1350000,0.0000,0.0000,0.0000,0.3675,0.1325,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021CE63,5.3275000,0.0000,0.0000,0.0000,6.8875,5.3200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021CE63,5.6250000,0.0000,0.0000,0.0000,8.6775,5.6200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR21-MAY-2021CE63,5.2700000,0.0000,0.0000,0.0000,6.2500,5.2625,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021CE63,5.3375000,0.0000,0.0000,0.0000,5.7025,5.3300,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021PE63,0.0000000,0.0000,0.0000,0.0000,0.0225,0.0000,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021CE63,5.3900000,0.0000,0.0000,0.0000,4.9700,5.3850,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE63,0.0000000,0.0000,0.0000,0.0000,0.0150,68.0200,0.00,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021PE63,0.0025000,0.0000,0.0000,0.0000,0.0225,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021CE63,5.2000000,0.0000,0.0000,0.0000,6.6100,5.1950,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021CE63,5.5950000,0.0000,0.0000,0.0000,5.9575,5.5900,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021PE63,0.0075000,0.0000,0.0000,0.0000,0.1175,0.0075,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021PE63,0.2425000,0.0000,0.0000,0.0000,0.1925,0.2400,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021CE63,5.1325000,0.0000,0.0000,0.0000,7.0100,5.1275,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR02-JUL-2021CE63,5.6675000,0.0000,0.0000,0.0000,6.6550,5.6550,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021PE63.25,0.0075000,0.0000,0.0000,0.0000,0.1000,0.0050,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE63.25,0.0025000,0.0000,0.0000,0.0000,0.0600,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR21-MAY-2021CE63.25,5.0200000,0.0000,0.0000,0.0000,6.0100,5.0125,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021CE63.25,4.8150000,0.0000,0.0000,0.0000,6.9200,68.0200,63.21,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021PE63.25,0.0275000,0.0000,0.0000,0.0000,0.3750,0.0250,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021CE63.25,4.9525000,0.0000,0.0000,0.0000,6.3700,4.9450,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021PE63.25,0.0000000,0.0000,0.0000,0.0000,0.0175,0.0000,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021CE63.25,5.1425000,0.0000,0.0000,0.0000,4.7400,5.1375,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021PE63.25,0.0025000,0.0000,0.0000,0.0000,0.0275,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE63.25,0.0000000,0.0000,0.0000,0.0000,0.0175,68.0200,0.00,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021CE63.25,5.2800000,0.0000,0.0000,0.0000,4.3275,5.2750,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021CE63.25,5.3525000,0.0000,0.0000,0.0000,5.7175,5.3475,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022CE63.25,8.0225000,0.0000,0.0000,0.0000,7.3200,8.0200,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR02-JUL-2021PE63.25,0.0325000,0.0000,0.0000,0.0000,0.0250,0.0300,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021PE63.25,0.0125000,0.0000,0.0000,0.0000,0.1400,0.0100,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021CE70.75,1.2975000,0.0000,0.0000,0.0000,4.3850,1.2850,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE70.75,2.5000000,0.0000,0.0000,0.0000,2.5650,2.5000,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR16-JUL-2021CE70.75,0.0000000,0.0000,0.0000,0.0000,0.5850,0.5700,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022PE70.75,2.4300000,0.0000,0.0000,0.0000,2.7525,2.4200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021PE70.75,2.4725000,0.0000,0.0000,0.0000,1.9325,2.4750,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR11-JUN-2021CE70.75,3.7900000,0.0000,0.0000,0.0000,2.7950,3.7350,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR30-APR-2021CE70.75,3.3650000,0.0000,0.0000,0.0000,3.2125,74.0232,70.66,0,0,0,74.02,0.0000000,0.0000000
OPTCURUSDINR14-MAY-2021CE70.75,3.5125000,0.0000,0.0000,0.0000,3.0925,3.4550,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR27-MAY-2021PE70.75,0.0025000,0.0000,0.0000,0.0000,0.1000,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR29-MAR-2022CE70.75,6.6100000,0.0000,0.0000,0.0000,5.9325,6.5650,0.05,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR21-MAY-2021CE70.75,3.5875000,0.0000,0.0000,0.0000,2.8100,3.5300,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR16-JUL-2021PE70.75,0.0000000,0.0000,0.0000,0.0000,0.0375,0.0375,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR18-JUN-2021CE70.75,3.8625000,0.0000,0.0000,0.0000,3.7025,3.8100,0.05,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR04-JUN-2021CE70.75,3.7150000,0.0000,0.0000,0.0000,3.2125,3.6625,0.05,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-JUN-2021PE70.75,0.0225000,0.0000,0.0000,0.0000,0.1550,0.0225,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR02-JUL-2021PE70.75,0.0250000,0.0000,0.0000,0.0000,0.0150,0.0250,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR09-JUL-2021CE70.75,4.0800000,0.0000,0.0000,0.0000,5.0450,4.0200,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR14-MAY-2021PE70.75,0.0025000,0.0000,0.0000,0.0000,0.0750,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR07-MAY-2021CE70.75,3.4375000,0.0000,0.0000,0.0000,3.1575,3.3825,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR02-JUL-2021CE70.75,4.0075000,0.0000,0.0000,0.0000,5.0075,3.9450,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-MAY-2021CE70.75,3.6625000,0.0000,0.0000,0.0000,3.0625,3.6050,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR18-JUN-2021PE70.75,0.0150000,0.0000,0.0000,0.0000,0.0450,0.0150,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-JUL-2021CE70.75,4.2825000,0.0000,0.0000,0.0000,4.7975,4.2200,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR04-JUN-2021PE70.75,0.0075000,0.0000,0.0000,0.0000,0.0950,0.0050,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR29-MAR-2022PE70.75,0.1925000,0.0000,0.0000,0.0000,0.2400,0.1950,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR29-DEC-2021PE70.75,0.1575000,0.0000,0.0000,0.0000,0.2275,0.1600,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR30-APR-2021PE70.75,0.0000000,0.0000,0.0000,0.0000,0.0125,74.0232,0.00,0,0,0,74.02,0.0000000,0.0000000
OPTCURUSDINR28-SEP-2021PE70.75,0.1000000,0.0000,0.0000,0.0000,0.2700,0.1025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR16-JUL-2021CE70.75,0.0000000,0.0000,0.0000,0.0000,4.1550,4.0925,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR27-MAY-2021CE70.75,3.6525000,0.0000,0.0000,0.0000,4.4675,3.5950,0.06,1,0,0,,0.0000000,0.0000000
OPTCURUSDINR25-JUN-2021CE70.75,3.9375000,0.0000,0.0000,0.0000,4.5850,3.8850,0.05,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-SEP-2021CE70.75,4.8850000,0.0000,0.0000,0.0000,6.1850,4.8300,0.06,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR11-JUN-2021PE70.75,0.0100000,0.0000,0.0000,0.0000,0.1375,0.0100,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR09-JUL-2021PE70.75,0.0300000,0.0000,0.0000,0.0000,0.0150,0.0325,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-MAY-2021PE70.75,0.0025000,0.0000,0.0000,0.0000,0.1100,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR25-JUN-2021PE70.75,0.0200000,0.0000,0.0000,0.0000,0.0225,0.0200,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR29-DEC-2021CE70.75,5.7625000,0.0000,0.0000,0.0000,6.0400,5.7150,0.05,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR21-MAY-2021PE70.75,0.0025000,0.0000,0.0000,0.0000,0.0950,0.0025,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR28-JUL-2021PE70.75,0.0475000,0.0000,0.0000,0.0000,0.0300,0.0475,0.00,0,0,0,,0.0000000,0.0000000
OPTCURUSDINR07-MAY-2021PE70.75,0.0000000,0.0000,0.0000,0.0000,0.0700,0.0000,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR09-JUL-2021CE69.5,0.9175000,0.0000,0.0000,0.0000,1.7300,0.9000,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021PE69.5,1.5350000,0.0000,0.0000,0.0000,2.2225,1.5250,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021PE69.5,1.6150000,0.0000,0.0000,0.0000,1.7475,1.6075,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR09-JUL-2021PE69.5,1.6450000,0.0000,0.0000,0.0000,0.9825,1.6425,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021PE69.5,1.8750000,0.0000,0.0000,0.0000,1.1500,1.8675,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE69.5,1.4375000,0.0000,0.0000,0.0000,0.9925,68.0200,66.58,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021CE69.5,0.6450000,0.0000,0.0000,0.0000,0.5100,0.6300,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE69.5,1.4925000,0.0000,0.0000,0.0000,1.7425,1.4850,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022PE69.5,1.8900000,0.0000,0.0000,0.0000,2.1675,1.8800,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021CE69.5,0.0500000,0.0000,0.0000,0.0000,1.9275,0.0375,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021PE69.5,1.7975000,0.0000,0.0000,0.0000,1.6350,1.7925,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021PE69.5,1.5850000,0.0000,0.0000,0.0000,2.4650,1.5775,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021CE69.5,0.5500000,0.0000,0.0000,0.0000,0.5225,0.5350,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021CE69.5,0.7750000,0.0000,0.0000,0.0000,5.7500,0.7625,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021CE69.5,0.7375000,0.0000,0.0000,0.0000,1.0575,0.7250,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021CE69.5,2.7450000,0.0000,0.0000,0.0000,5.7475,2.7350,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021PE69.5,1.6850000,0.0000,0.0000,0.0000,1.2650,1.6850,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021PE69.75,1.6875000,0.0000,0.0000,0.0000,1.1000,68.0200,66.33,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022PE69.75,1.9900000,0.0000,0.0000,0.0000,2.2775,1.9825,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021PE69.75,1.7100000,0.0000,0.0000,0.0000,2.3950,1.7025,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR25-JUN-2021PE69.75,1.7675000,0.0000,0.0000,0.0000,1.7100,1.7600,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR30-APR-2021CE69.75,0.0000000,0.0000,0.0000,0.0000,1.5900,68.0200,0.00,0,0,0,68.02,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021CE69.75,0.4725000,0.0000,0.0000,0.0000,0.4625,0.4575,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021CE69.75,0.5600000,0.0000,0.0000,0.0000,0.4500,0.5475,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-MAR-2022CE69.75,3.4550000,0.0000,0.0000,0.0000,3.0225,3.4475,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR18-JUN-2021PE69.75,1.7500000,0.0000,0.0000,0.0000,2.6525,1.7425,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021CE69.75,0.0300000,0.0000,0.0000,0.0000,1.7800,0.0225,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUL-2021PE69.75,1.8300000,0.0000,0.0000,0.0000,1.3850,1.8300,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-SEP-2021PE69.75,1.9250000,0.0000,0.0000,0.0000,1.7200,1.9200,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-JUN-2021PE69.75,1.7750000,0.0000,0.0000,0.0000,1.8300,1.7675,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR14-MAY-2021PE69.75,1.6425000,0.0000,0.0000,0.0000,1.3500,1.6375,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR28-MAY-2021PE69.75,1.6775000,0.0000,0.0000,0.0000,1.8950,1.6725,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR11-JUN-2021PE69.75,1.7325000,0.0000,0.0000,0.0000,2.7825,1.7225,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021CE69.75,2.6150000,0.0000,0.0000,0.0000,5.5750,2.6050,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR07-MAY-2021PE69.75,1.6400000,0.0000,0.0000,0.0000,0.9525,1.6400,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR29-DEC-2021PE69.75,1.9875000,0.0000,0.0000,0.0000,1.2150,1.9800,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR09-JUL-2021PE69.75,1.7950000,0.0000,0.0000,0.0000,1.0900,1.7950,0.00,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR04-JUN-2021CE69.75,0.3800000,0.0000,0.0000,0.0000,0.6225,0.3675,0.01,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021CE69.75,0.2800000,0.0000,0.0000,0.0000,1.4800,0.2650,0.02,0,0,0,,0.0000000,0.0000000
OPTCURJPYINR27-MAY-2021PE69.75,1.6750000,0.0000,0.0000,0.0000,1.2575,1.6675,0.01,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD27-MAY-2021PE1.34,0.0024000,0.0000,0.0000,0.0000,0.0102,0.0026,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD27-MAY-2021CE1.34,0.0574000,0.0000,0.0000,0.0000,0.0789,0.0543,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-DEC-2021PE1.34,0.0292000,0.0000,0.0000,0.0000,0.0639,0.0302,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-MAR-2022PE1.34,0.0374000,0.0000,0.0000,0.0000,0.0509,0.0383,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-SEP-2021PE1.34,0.0195000,0.0000,0.0000,0.0000,0.1039,0.0203,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-JUL-2021CE1.34,0.0670000,0.0000,0.0000,0.0000,0.0642,0.0643,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-JUN-2021CE1.34,0.0625000,0.0000,0.0000,0.0000,0.0308,0.0596,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-MAR-2022CE1.34,0.0938000,0.0000,0.0000,0.0000,0.0838,0.0914,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-SEP-2021CE1.34,0.0751000,0.0000,0.0000,0.0000,0.0383,0.0725,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-JUN-2021PE1.34,0.0073000,0.0000,0.0000,0.0000,0.1258,0.0078,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-DEC-2021CE1.34,0.0853000,0.0000,0.0000,0.0000,0.0747,0.0828,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD27-MAY-2021CE1.345,0.0530000,0.0000,0.0000,0.0000,0.0750,0.0500,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-DEC-2021PE1.345,0.0310000,0.0000,0.0000,0.0000,0.0665,0.0320,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-SEP-2021CE1.345,0.0717000,0.0000,0.0000,0.0000,0.0367,0.0692,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD28-SEP-2021PE1.345,0.0211000,0.0000,0.0000,0.0000,0.1073,0.0219,0.00,0,0,0,,0.0000000,0.0000000
OPTCURGBPUSD29-DEC-2021CE1.345,0.0821000,0.0000,0.0000,0.0000,0.0722,0.0797,0.00,0,0,0,,0.0000000,0.0000000
