"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","53500.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","53500.00","","","","8629.00","8629.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","53600.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","53600.00","","","","8728.50","8728.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","53700.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","53700.00","","","","8828.50","8828.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","53800.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","53800.00","","","","8928.50","8928.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","53900.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","53900.00","","","","9028.00","9028.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54000.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54000.00","","","","9128.00","9128.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54100.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54100.00","","","","9228.00","9228.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54200.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54200.00","","","","9327.50","9327.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54300.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54300.00","","","","9427.50","9427.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54400.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54400.00","","","","9527.50","9527.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54500.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54500.00","","","","9627.00","9627.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54600.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54600.00","","","","9727.00","9727.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54700.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54700.00","","","","9827.00","9827.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54800.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54800.00","","","","9926.50","9926.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","54900.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","54900.00","","","","10026.50","10026.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55000.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55000.00","","","","10126.50","10126.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55100.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55100.00","","","","10226.00","10226.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55200.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55200.00","","","","10326.00","10326.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55300.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55300.00","","","","10426.00","10426.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55400.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55400.00","","","","10525.50","10525.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55500.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55500.00","","","","10625.50","10625.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55600.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55600.00","","","","10725.50","10725.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55700.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55700.00","","","","10825.00","10825.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55800.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55800.00","","","","10925.00","10925.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","55900.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","55900.00","","","","11025.00","11025.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56000.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56000.00","","","","11124.50","11124.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56100.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56100.00","","","","11224.50","11224.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56200.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56200.00","","","","11324.50","11324.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56300.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56300.00","","","","11424.00","11424.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56400.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56400.00","","","","11524.00","11524.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56500.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56500.00","","","","11624.00","11624.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56600.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56600.00","","","","11723.50","11723.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56700.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56700.00","","","","11823.50","11823.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56800.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56800.00","","","","11923.50","11923.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","56900.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","56900.00","","","","12023.00","12023.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57000.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57000.00","","","","12123.00","12123.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57100.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57100.00","","","","12223.00","12223.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57200.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57200.00","","","","12322.50","12322.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57300.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57300.00","","","","12422.50","12422.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57400.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57400.00","","","","12522.50","12522.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57500.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57500.00","","","","12622.00","12622.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57600.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57600.00","","","","12722.00","12722.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57700.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57700.00","","","","12822.00","12822.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57800.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57800.00","","","","12921.50","12921.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","57900.00","","","","0.50","0.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","57900.00","","","","13021.50","13021.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43700.00","","","","1330.00","1330.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43700.00","","","","175.00","175.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43800.00","","","","1253.00","1253.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43800.00","","","","197.50","197.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43900.00","","","","1178.00","1178.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43900.00","","","","222.50","222.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","44000.00","1175.00","1175.00","1064.50","1094.00","1034.00","16","16.000 GRMS ","721.50","28"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","44000.00","365.00","387.00","315.00","327.00","353.50","87","87.000 GRMS ","3858.48","102"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43600.00","","","","1409.00","1409.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43600.00","","","","288.50","288.50","0","0.000 GRMS ","0.00","1"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43200.00","","","","1744.00","1744.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43200.00","","","","89.50","89.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43300.00","","","","1658.00","1658.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43300.00","","","","103.50","103.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43400.00","","","","1573.00","1573.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43400.00","","","","118.50","118.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43500.00","1535.00","1535.00","1454.50","1481.50","1490.00","3","3.000 GRMS ","134.94","1"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43500.00","231.00","268.00","197.00","233.00","311.00","12","12.000 GRMS ","524.79","7"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42800.00","","","","2102.50","2102.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42800.00","","","","49.00","49.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42900.00","","","","2011.00","2011.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42900.00","","","","57.50","57.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43000.00","","","","1920.50","1920.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43000.00","140.00","163.50","131.00","138.50","161.00","35","35.000 GRMS ","1510.14","62"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","43100.00","","","","1831.50","1831.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","43100.00","","","","77.50","77.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42400.00","","","","2478.00","2478.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42400.00","","","","25.00","25.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42500.00","","","","2383.00","2383.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42500.00","","","","29.50","29.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42600.00","","","","2288.50","2288.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42600.00","","","","35.00","35.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42700.00","","","","2195.00","2195.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42700.00","","","","41.50","41.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42000.00","","","","2864.00","2864.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42000.00","95.00","100.00","95.00","97.50","195.00","2","2.000 GRMS ","84.20","3"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42100.00","","","","2767.00","2767.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42100.00","","","","14.50","14.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42200.00","","","","2670.00","2670.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42200.00","","","","17.50","17.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","42300.00","","","","2573.50","2573.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","42300.00","","","","21.00","21.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","41700.00","","","","3158.00","3158.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","41700.00","","","","6.50","6.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","41800.00","","","","3060.00","3060.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","41800.00","","","","8.00","8.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","CE","41900.00","","","","2962.00","2962.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","25MAR2021","PE","41900.00","","","","9.50","9.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","FUTCOM","GOLD         ","05APR2021","-","0.00","44730.00","44944.00","44630.00","44792.00","44857.00","8857","8857.000 GRMS ","396454.42","10867"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46100.00","","","","859.50","859.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46100.00","","","","1843.50","1843.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46200.00","","","","823.50","823.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46200.00","","","","1907.00","1907.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46300.00","","","","789.00","789.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46300.00","","","","1971.00","1971.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46400.00","","","","755.00","755.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46400.00","","","","2037.00","2037.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46500.00","","","","722.50","722.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46500.00","","","","2103.50","2103.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46600.00","","","","691.00","691.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46600.00","","","","2171.00","2171.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46700.00","","","","660.50","660.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46700.00","","","","2240.00","2240.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46800.00","","","","631.50","631.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46800.00","","","","2310.00","2310.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","46900.00","","","","603.00","603.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","46900.00","","","","2380.50","2380.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47000.00","","","","575.50","575.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47000.00","","","","2452.50","2452.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47100.00","","","","549.00","549.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47100.00","","","","2525.00","2525.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47200.00","","","","523.50","523.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47200.00","","","","2599.00","2599.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47300.00","","","","499.00","499.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47300.00","","","","2673.50","2673.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47400.00","","","","475.50","475.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47400.00","","","","2749.00","2749.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47500.00","","","","453.00","453.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47500.00","","","","2825.50","2825.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47600.00","","","","431.00","431.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47600.00","","","","2903.00","2903.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47700.00","","","","410.00","410.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47700.00","","","","2981.50","2981.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47800.00","","","","390.00","390.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47800.00","","","","3060.50","3060.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","47900.00","","","","370.50","370.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","47900.00","","","","3140.50","3140.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48000.00","","","","352.00","352.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48000.00","","","","3221.00","3221.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48100.00","","","","334.00","334.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48100.00","","","","3302.50","3302.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48200.00","","","","317.00","317.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48200.00","","","","3384.50","3384.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48300.00","","","","301.00","301.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48300.00","","","","3467.50","3467.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48400.00","","","","285.00","285.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48400.00","","","","3551.00","3551.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48500.00","","","","270.50","270.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48500.00","","","","3635.00","3635.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48600.00","","","","256.00","256.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48600.00","","","","3720.00","3720.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48700.00","","","","242.50","242.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48700.00","","","","3805.50","3805.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48800.00","","","","229.50","229.50","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48800.00","","","","3892.00","3892.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","CE","48900.00","","","","217.00","217.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2021","OPTFUT","GOLD         ","26MAY2021","PE","48900.00","","","","3978.50","3978.50","0","0.000 GRMS ","0.00","0"
